,userId,movieId,rating,numbers
21423,140,3969,3.0,26
57022,380,1193,4.0,133
8637,59,608,5.0,181
8565,58,327,4.0,34
30341,212,6874,3.5,131
82971,525,56949,2.5,20
89040,576,1188,1.0,22
54185,357,671,4.0,36
90001,585,1222,4.0,102
4821,29,6787,4.5,27
1998,18,5989,4.0,115
2240,18,122924,4.0,14
28150,195,1466,4.0,52
13526,88,6870,4.5,52
28342,198,24,4.0,28
43522,292,541,3.5,124
65029,415,1252,4.5,59
96117,603,58,3.0,37
66870,432,1961,4.5,96
25098,177,1552,2.0,59
93018,599,1186,3.0,23
46519,305,105844,3.0,16
95449,600,2321,4.0,61
59268,387,293,4.5,133
86972,561,59784,3.5,54
15777,103,5349,3.0,122
77872,483,88163,4.0,31
14633,91,6242,4.5,11
48232,312,5872,2.0,27
31055,217,1021,1.0,27
72698,469,2000,4.0,75
73153,474,232,4.0,14
33245,226,2231,4.0,36
30560,213,5507,4.0,24
64719,414,61240,3.5,17
19800,129,30793,3.5,61
8068,57,260,5.0,251
10576,68,1292,2.5,20
82381,522,82459,4.5,28
40983,276,19,4.0,88
67512,437,348,3.0,30
78783,489,2947,3.0,53
42377,288,1527,4.0,116
72331,466,8361,4.5,50
10777,68,2572,4.5,54
20427,135,1372,1.0,42
8965,62,56174,4.0,62
34487,232,44195,4.0,36
77436,483,2005,4.0,57
84096,535,2490,1.0,45
61061,397,2359,3.0,26
35319,239,292,4.0,101
64409,414,33615,2.5,40
60176,387,37733,4.0,27
57728,380,48043,3.0,14
91128,590,8368,4.0,93
82884,525,7444,3.0,21
80187,504,2174,3.0,91
78699,489,1968,4.0,113
15345,100,920,4.0,45
9595,64,1625,3.0,77
35530,239,8984,4.0,43
22454,153,1380,1.0,68
49940,321,288,3.0,92
55228,367,858,5.0,192
18566,119,4015,4.0,33
51559,332,8949,4.0,39
91437,593,1617,4.0,97
62208,412,2394,3.0,25
84249,539,318,4.0,317
79729,495,104211,4.5,21
44639,298,1653,2.0,86
15811,103,8950,4.5,38
90825,590,2371,3.0,24
36651,249,4344,3.5,34
5462,39,588,4.0,183
52783,346,2336,3.5,23
90465,588,434,3.0,101
29210,200,34162,4.0,58
95643,600,4321,3.0,31
21147,140,527,5.0,220
74269,474,4326,2.5,11
44446,296,2571,4.5,278
89058,577,110,4.0,237
81937,518,1276,4.5,57
55180,366,110,4.0,237
8160,57,912,5.0,100
80744,509,80549,4.0,27
83699,534,3489,4.5,53
51246,331,6016,5.0,75
52639,344,60069,3.5,104
72455,469,10,2.0,132
57730,380,48304,4.0,19
35262,238,1092,4.0,47
71614,462,1208,3.0,107
24610,170,315,3.0,38
85370,555,586,4.0,116
41157,279,55820,3.5,64
20194,132,6874,4.5,131
26250,182,1129,2.5,39
22326,151,719,4.0,35
62014,411,11,4.0,70
30285,212,1080,4.5,89
51632,333,1193,5.0,133
53264,352,2490,3.0,45
56797,378,364,4.5,172
17049,108,4973,5.0,120
78229,485,165,5.0,144
70328,448,122924,2.0,14
31125,217,1387,4.0,91
95550,600,2997,4.5,99
82633,525,356,4.0,329
13072,83,79132,5.0,143
52387,340,208,3.0,115
52233,339,56587,3.5,13
67742,438,1954,4.0,64
73842,474,2583,4.0,12
17205,109,1032,3.0,40
90028,585,5103,5.0,24
969,7,6934,2.0,79
38181,262,10,2.0,132
66445,428,1377,1.0,60
48998,318,159,4.0,14
26432,182,2076,4.5,46
34541,232,48780,4.5,90
7313,50,90746,2.5,12
74544,474,6156,3.5,19
92109,596,122916,5.0,20
23226,160,1,4.0,215
95287,600,1213,2.0,126
97970,606,4239,3.5,51
33219,226,2003,3.5,41
81151,514,1301,3.5,13
51799,334,61024,3.0,31
29370,201,2716,5.0,120
82295,522,3994,3.5,73
37750,256,2011,5.0,87
83114,526,296,4.0,307
30969,217,468,2.0,22
33467,226,7325,4.0,21
13006,83,3159,5.0,15
364,4,1073,4.0,119
624,6,161,3.0,103
66401,428,543,0.5,41
76125,479,2396,4.0,92
99512,609,329,3.0,108
52431,341,6373,3.0,71
66643,428,6888,2.0,20
2496,19,1258,2.0,109
86835,561,4223,3.5,40
61784,409,2599,5.0,56
39088,270,661,5.0,49
22485,153,3948,1.0,91
66324,427,5254,2.5,34
64610,414,52281,3.5,27
15743,103,3668,4.0,15
20981,139,8961,3.5,125
33848,230,8360,2.0,92
2861,19,3146,1.0,17
41841,285,1945,4.0,24
80388,509,344,4.0,161
36109,246,48082,4.5,11
48396,313,2003,4.0,41
87239,562,5620,3.0,28
89177,577,2366,3.0,25
54149,357,300,3.0,81
84024,534,103772,4.0,16
100830,610,166528,4.0,27
82070,520,2617,5.0,87
58356,381,5502,4.0,63
85204,554,307,5.0,24
48088,312,1321,4.0,23
96148,603,193,4.0,35
4654,28,51540,2.0,38
73646,474,1982,3.5,27
54743,362,6,4.0,102
40731,275,1719,3.0,16
49077,318,1208,4.0,107
78771,489,2724,3.0,42
92612,598,54001,5.0,58
10839,68,3005,4.0,25
68712,448,383,2.0,21
18999,122,46970,4.0,28
35626,240,273,4.0,28
57166,380,2167,5.0,58
76809,480,6753,3.5,12
76239,480,50,3.5,204
97156,605,380,3.0,178
1917,18,2058,3.5,30
84304,540,2598,3.0,25
79801,497,551,4.0,93
84440,542,1732,0.5,106
55508,368,1036,4.0,145
66753,430,3745,4.0,29
81268,514,2985,4.0,70
30902,217,65,1.0,31
34011,232,2501,4.0,30
38326,263,2080,3.0,55
7726,51,6323,4.5,22
73032,472,1221,5.0,129
19305,125,6502,3.5,58
85560,555,2012,3.0,88
51575,332,33794,4.0,116
45304,298,88125,3.0,50
64312,414,8464,4.0,50
88252,570,349,4.0,110
81083,514,11,4.0,70
49091,318,1274,5.0,39
6372,43,351,4.0,17
42339,288,1299,4.0,28
26493,182,2542,4.0,67
24463,169,3791,4.0,16
79222,490,87232,3.5,43
85070,552,3698,1.5,34
33604,227,54286,4.5,81
46634,306,7293,3.5,47
18163,115,383,2.0,21
64237,414,7143,4.5,62
38322,263,2006,4.0,60
8631,59,480,3.0,238
36551,249,2502,4.0,94
54994,365,8961,2.0,125
56253,372,1033,2.0,20
7099,49,2571,4.5,278
41604,282,4226,4.5,159
72131,464,7153,5.0,185
2578,19,1665,1.0,16
45667,302,707,4.0,21
11855,73,8807,4.0,34
42298,288,1213,4.0,126
46856,307,708,2.5,58
5600,40,256,2.0,35
71046,453,3253,5.0,61
31567,219,434,3.0,101
88974,573,111362,5.0,30
71761,462,3578,2.0,170
74768,474,7160,4.0,17
86360,560,8784,3.0,48
27636,187,2700,4.5,76
83711,534,4366,4.5,19
62154,412,924,5.0,109
1468,15,2012,4.0,88
59008,385,344,3.0,161
96641,603,2352,4.0,25
81157,514,1327,2.0,15
89768,581,4993,4.5,198
9958,65,8798,3.5,44
70675,452,1092,4.0,47
70831,452,4446,4.0,31
96635,603,2336,4.0,23
65312,419,356,4.5,329
62125,411,585,3.0,36
74115,474,3608,4.0,25
68525,446,265,4.0,33
35052,234,2571,5.0,278
77456,483,2161,3.5,43
21360,140,3104,4.0,22
56400,373,225,2.0,52
20047,132,1923,2.0,105
25370,177,6373,3.0,71
61522,405,55820,4.5,64
38296,263,1307,4.0,85
6698,45,2431,5.0,27
42512,288,2133,3.0,20
53584,354,34,3.5,128
35371,239,1214,4.0,146
53646,354,1380,4.0,68
1411,14,376,4.0,40
56481,374,457,3.0,190
40625,275,852,4.0,43
87532,564,104,3.0,99
1146,10,5952,4.0,188
31186,217,1711,4.0,24
26306,182,1289,3.0,11
46558,305,116797,5.0,50
19186,124,318,4.5,317
3776,22,69757,0.5,42
34123,232,5010,3.5,50
19024,122,58998,4.5,39
33239,226,2144,4.0,49
26311,182,1302,4.0,56
11870,73,46578,4.0,77
3712,22,5902,3.5,46
64998,415,223,4.0,104
64728,414,62434,3.5,21
91384,592,593,5.0,279
51446,332,1923,4.0,105
18837,122,104,4.0,99
22778,156,1057,3.0,15
85424,555,1135,3.0,13
30270,212,293,3.0,133
96510,603,1676,5.0,80
99408,608,7004,0.5,17
33419,226,5816,2.5,102
77130,482,1527,5.0,116
19599,126,253,1.0,109
51188,330,61240,5.0,17
7512,51,1371,5.0,45
33042,225,3264,3.0,26
27457,186,2699,3.0,53
82166,520,81845,5.0,58
49094,318,1282,4.0,53
84903,551,103042,4.0,22
44521,297,1483,1.0,11
86482,560,68954,3.5,105
96818,603,3081,4.0,62
2911,19,3476,3.0,26
57120,380,1909,4.0,42
41142,279,8950,3.5,38
47223,307,3967,3.0,37
22262,149,1527,4.0,116
20503,135,2300,5.0,33
79364,492,784,3.0,54
21783,141,5218,3.0,85
14942,95,2396,4.0,92
23740,163,1407,3.0,70
43292,290,1221,5.0,129
20957,139,6874,3.0,131
88005,567,103141,2.5,16
62071,411,296,5.0,307
48903,317,44199,3.0,40
32887,223,4896,4.0,107
17105,109,153,3.0,137
79488,494,1198,5.0,200
31651,219,1608,3.5,58
77265,483,296,5.0,307
88997,574,593,5.0,279
80211,504,4361,4.0,32
13150,84,339,3.0,98
94319,599,8622,3.5,37
7887,52,79091,4.0,38
62035,411,170,3.0,35
82893,525,8376,4.0,37
31395,217,2871,3.0,30
65739,423,2194,4.5,65
95619,600,3979,3.5,24
84517,542,37733,3.0,27
72833,469,2993,3.0,24
73062,473,2253,2.5,20
23313,160,780,1.0,202
33061,226,104,5.0,99
15213,98,72641,3.5,31
88982,574,225,4.0,52
40599,275,318,4.0,317
15859,103,65088,3.5,11
11189,68,8873,4.0,27
52886,347,34,4.0,128
42487,288,2090,3.0,13
78540,489,455,0.5,37
36977,249,62999,3.0,13
1902,18,1784,3.5,96
54511,358,2338,1.0,18
21950,143,69757,5.0,42
45049,298,42011,1.0,11
9199,63,969,3.0,34
30552,213,4306,4.5,170
29527,202,1270,4.0,171
36283,247,68157,4.0,88
7778,51,59900,3.0,15
20409,135,1206,5.0,120
89287,579,2324,4.0,88
59135,385,1281,4.0,15
82581,524,1197,5.0,142
66407,428,592,3.0,189
795,6,540,3.0,18
80466,509,2572,3.5,54
77249,483,173,1.0,62
39789,274,3527,4.5,61
4849,30,1036,4.0,145
57407,380,4963,3.0,119
57275,380,3262,4.0,11
83338,528,1,2.5,215
14989,95,5015,4.5,18
34509,232,45722,3.5,72
99769,610,3893,3.5,19
18346,116,30749,4.5,48
83798,534,37386,4.0,21
21212,140,1198,4.0,200
21148,140,529,4.0,40
98915,608,1556,2.0,19
30624,215,144,4.5,12
64297,414,7482,4.0,13
44864,298,5505,1.5,12
82608,524,1374,5.0,62
56342,372,1411,5.0,16
100513,610,87869,3.5,24
35568,239,54259,4.0,34
97576,606,1235,3.5,26
69701,448,45728,5.0,13
2987,20,362,4.0,34
99169,608,3489,3.0,53
43178,289,1208,4.0,107
82775,525,3825,3.0,29
52020,339,319,5.0,20
31585,219,608,3.0,181
6359,43,292,5.0,101
83088,525,122904,3.5,54
67917,438,4638,2.5,36
34800,233,2692,3.5,75
88224,570,32,4.0,177
10042,66,954,4.0,18
26874,182,5219,2.0,30
55760,368,3104,3.0,22
37601,254,2542,4.5,67
18948,122,4343,4.0,27
85231,554,1081,4.0,12
99609,610,1198,5.0,200
59,1,1060,4.0,36
77592,483,4023,3.5,23
61964,410,3362,4.0,38
20339,135,32,5.0,177
30051,210,1270,4.5,171
6735,45,2858,5.0,204
55899,369,1225,2.5,76
43803,292,62999,3.0,13
72296,466,4022,4.5,100
99139,608,3267,3.0,18
4129,27,1876,4.0,43
11960,73,95510,4.0,30
52619,344,4014,2.5,47
880,7,356,5.0,329
72822,469,2947,4.0,53
61002,395,500,3.0,144
72252,465,2916,4.0,88
19937,132,207,2.5,21
73577,474,1704,3.5,141
46011,305,1136,2.5,136
20479,135,1923,5.0,105
97494,606,904,4.5,84
79358,492,762,5.0,41
16757,105,94959,4.0,29
85615,555,2346,3.0,11
29762,202,3681,4.0,33
33790,230,1676,3.0,80
206,1,3243,3.0,15
10574,68,1287,2.5,34
10154,66,2470,4.0,57
52902,347,339,4.0,98
39870,274,4148,3.0,39
26848,182,4963,4.0,119
50114,323,316,2.5,140
35571,239,54503,4.0,55
40059,274,6537,2.5,45
97143,605,1,4.0,215
10903,68,3578,4.0,170
20891,139,1198,4.0,200
76143,479,2990,3.0,20
10055,66,1094,4.0,42
16117,104,5957,3.5,19
65245,418,4246,0.5,65
46340,305,58803,4.0,18
70128,448,102125,3.0,32
76534,480,2762,4.0,179
53561,353,367,3.0,157
61424,405,293,4.0,133
81697,517,2355,0.5,92
76733,480,5218,3.0,85
53739,354,4262,4.5,67
14826,94,44,1.0,46
86359,560,8783,3.0,26
41588,282,3535,4.0,59
20915,139,4270,2.0,45
79687,495,69526,1.0,20
24650,171,176,5.0,13
94774,599,80489,3.5,22
39592,274,2122,3.5,11
35041,234,2376,3.0,21
34144,232,5449,2.5,22
4130,27,1907,4.0,45
9866,64,6870,3.5,52
81603,517,1015,3.5,20
19208,124,2329,4.5,129
54672,361,1374,2.0,62
32653,222,1610,3.5,90
29029,200,2054,3.0,68
25012,177,954,4.0,18
2531,19,1394,3.0,58
39230,274,2,3.5,110
51187,330,60069,5.0,104
51414,332,1240,4.0,131
78492,489,141,3.5,86
58947,384,3543,5.0,14
50092,323,60,3.0,34
82263,522,1639,4.5,52
12962,83,480,3.0,238
15529,102,237,3.0,22
61414,405,25,4.0,76
65473,420,1175,4.0,21
87502,563,106920,3.0,25
27994,191,319,4.0,20
47196,307,3617,2.0,41
46793,307,337,3.5,77
13582,89,1197,2.0,142
14637,91,6365,3.0,96
32987,225,1197,4.0,142
51024,330,784,2.0,54
55009,365,48385,1.0,65
61846,410,58,4.0,37
90442,588,204,2.0,30
78496,489,160,1.0,57
642,6,204,3.0,30
20554,135,3101,4.0,36
21616,140,7143,3.5,62
66847,432,1246,4.5,86
6621,45,1431,4.0,16
14089,90,708,3.0,58
36853,249,45081,3.0,12
24019,166,30749,4.0,48
62791,414,1339,4.0,29
51245,331,5956,4.5,55
59723,387,3263,3.0,22
72243,465,2571,4.0,278
76216,479,5419,2.0,17
82061,520,2406,4.5,54
29020,200,1722,4.5,45
41406,280,65230,3.5,14
15244,98,179819,3.0,12
77525,483,2916,4.5,88
26213,182,784,2.0,54
30732,216,514,3.0,18
40819,275,3039,5.0,39
30002,208,2699,2.0,53
58910,384,1206,3.0,120
78120,484,4823,4.5,25
40865,275,3783,4.0,11
3507,21,81591,1.0,42
68760,448,663,3.0,12
70682,452,1197,5.0,142
34001,232,2137,3.0,21
72883,469,3527,3.0,61
20797,137,1267,3.5,30
68782,448,919,4.0,92
52079,339,1997,4.0,53
18448,117,508,3.0,66
8835,62,2571,5.0,278
23389,160,1387,2.0,91
69783,448,62849,3.0,13
77658,483,6016,4.0,75
56207,372,474,4.0,70
89097,577,1094,2.0,42
8648,59,913,5.0,44
14209,91,480,4.5,238
5463,39,589,4.0,224
95537,600,2915,3.0,42
68371,443,108190,5.0,18
35438,239,2858,5.0,204
43123,288,45499,4.0,52
28234,195,3578,4.0,170
59829,387,4239,3.5,51
80932,510,6787,4.5,27
7520,51,1580,5.0,165
48316,313,1199,5.0,59
23730,162,509,4.0,61
8059,57,162,4.0,17
14349,91,1500,3.0,59
70267,448,114180,1.0,16
61395,404,434,3.0,101
26652,182,3624,3.0,43
61375,404,265,3.0,33
71029,453,3006,4.0,31
23714,162,224,4.0,40
92037,596,79132,4.0,143
35405,239,2011,4.0,87
9304,63,4979,4.0,68
80675,509,56145,3.0,14
23119,158,3363,3.0,43
86986,561,70286,3.5,65
51994,338,176371,1.0,18
46695,306,117590,4.0,11
33583,227,7371,5.0,20
81687,517,2085,4.0,44
33990,232,2021,3.5,37
15326,100,497,4.0,43
79408,492,1405,5.0,31
14800,93,2268,5.0,57
12568,80,3623,4.0,77
22827,156,1267,4.0,30
11958,73,93840,2.0,22
38345,263,2599,4.0,56
33213,226,1923,2.5,105
66745,430,2858,5.0,204
43286,290,1198,5.0,200
4999,32,799,3.0,23
84722,547,1394,5.0,58
7952,54,457,3.0,190
82782,525,3967,3.5,37
21359,140,3101,4.0,36
11662,69,4874,5.0,33
78434,488,3451,5.0,11
5323,36,1704,3.0,141
53605,354,466,3.0,60
83285,527,2867,4.0,12
39487,274,1499,3.5,27
8216,57,1242,4.0,41
56061,370,4993,4.5,198
18370,117,60,3.0,34
48763,316,2571,4.5,278
84791,550,80549,4.0,27
66174,425,33166,3.5,50
96866,603,3285,1.0,32
5412,38,337,3.0,77
8772,61,1653,4.5,86
81997,520,471,5.0,40
43330,290,1641,4.0,56
58970,385,21,5.0,89
99316,608,5254,4.5,34
40570,274,81932,4.0,23
81612,517,1079,1.5,71
67418,436,435,3.0,63
45968,305,357,5.0,103
6959,47,3255,2.5,45
73160,474,252,2.0,43
6396,43,519,5.0,21
40061,274,6541,3.0,32
49276,318,5791,4.0,16
86216,560,2683,3.5,121
90971,590,3836,3.5,15
37476,252,2321,5.0,61
45671,302,786,4.0,64
46569,305,122900,3.5,27
983,7,8798,4.5,44
25748,177,91529,4.0,76
55297,367,2797,5.0,91
1599,16,1196,3.0,211
62607,414,799,4.0,23
79465,493,3578,3.0,170
84971,552,1203,3.5,57
90988,590,4015,1.5,33
3133,20,4039,5.0,16
17035,108,3751,3.0,78
8166,57,924,5.0,109
71674,462,1952,5.0,22
23397,160,1499,1.0,27
18418,117,329,3.0,108
58704,382,8641,3.5,57
97200,605,1848,4.0,12
76454,480,1917,3.0,92
19635,127,1962,3.0,23
37609,254,3510,2.5,36
8635,59,589,4.0,224
20165,132,5669,3.0,58
90117,586,4963,4.0,119
40161,274,8464,3.5,50
50903,328,94864,2.0,27
14668,91,7387,5.0,20
72093,464,1835,4.0,17
88531,572,318,5.0,317
59904,387,5065,3.0,13
46216,305,7143,4.5,62
79807,497,904,3.0,84
36420,249,589,4.0,224
42410,288,1721,3.0,140
54217,357,1097,3.5,122
73229,474,535,4.0,15
32332,221,1197,4.5,142
2548,19,1527,5.0,116
6879,46,39,3.0,104
86787,561,2959,4.0,218
32072,220,364,4.5,172
19700,129,736,4.0,123
4899,31,784,5.0,54
32391,221,1673,4.5,39
81148,514,1288,4.0,66
64635,414,53996,3.5,39
67639,438,455,2.5,37
33440,226,6541,3.0,32
25795,177,112556,4.0,37
5590,40,216,1.0,49
90229,586,122922,5.0,22
95497,600,2617,2.5,87
46521,305,106072,3.5,21
97966,606,4161,3.0,23
24745,172,3578,4.0,170
15481,101,2722,3.0,29
65893,425,70,4.0,55
92686,599,159,2.5,14
33331,226,3809,4.5,35
62041,411,208,4.0,115
14946,95,2600,2.5,22
74187,474,3996,4.0,110
72696,469,1968,5.0,113
72007,463,1092,3.0,47
4472,28,5378,4.0,92
5701,41,1784,4.0,96
92187,597,235,4.0,70
2300,19,153,2.0,137
43581,292,1721,4.0,140
92483,597,2369,3.0,24
98904,608,1466,4.5,52
66805,432,110,4.0,237
61028,396,277,1.0,38
57442,380,5419,3.0,17
24724,172,590,3.5,164
27343,186,915,4.0,30
33063,226,112,4.0,46
48256,313,196,4.0,45
33941,232,858,4.0,192
41110,279,2329,3.5,129
55750,368,2991,3.0,23
85995,559,58,4.0,37
47639,307,52973,4.0,52
47013,307,1982,3.0,27
63119,414,2405,3.0,21
99131,608,3247,2.0,36
2726,19,2371,4.0,24
77692,483,7373,1.5,41
25750,177,91542,4.0,38
25583,177,54001,5.0,58
69055,448,2530,2.0,18
8178,57,1030,3.0,15
81762,517,4886,2.0,132
58406,381,8361,3.5,50
10959,68,4022,2.0,100
18431,117,377,3.0,171
65265,418,59784,0.5,54
64291,414,7444,3.0,21
67780,438,2616,3.0,26
51601,332,68319,2.0,26
97278,605,7444,3.0,21
92820,599,471,2.5,40
47378,307,6016,3.5,75
60552,391,1282,5.0,53
53724,354,3578,3.5,170
78374,488,457,4.0,190
57658,380,33679,2.0,59
41195,279,97304,3.5,28
10488,68,653,4.0,65
9490,64,527,5.0,220
23873,166,293,4.5,133
50384,325,3175,4.0,75
53656,354,1608,3.5,58
90931,590,3418,3.0,41
1963,18,4011,4.5,93
50688,328,527,5.0,220
36976,249,62849,4.0,13
95549,600,2987,3.0,97
11529,68,81932,4.0,23
10611,68,1544,2.0,67
86524,560,91535,3.5,18
42315,288,1257,2.0,27
53944,356,2717,4.0,47
91252,591,1210,5.0,196
11071,68,5618,2.5,87
32013,219,54272,3.5,46
73192,474,361,3.5,17
31572,219,480,4.0,238
5024,32,1407,2.0,70
9231,63,1387,3.0,91
71216,455,282,3.0,40
77566,483,3527,2.5,61
36255,247,6377,4.0,141
4966,32,339,4.0,98
19015,122,54995,5.0,22
53678,354,2011,3.0,87
68658,448,5,3.0,49
54542,358,81591,2.0,42
29673,202,2802,4.0,13
78744,489,2405,3.0,21
70608,451,1,5.0,215
32475,221,3897,4.5,83
3677,22,2541,3.5,40
25464,177,8970,4.0,32
5004,32,912,5.0,100
56673,377,849,4.5,44
41773,284,318,4.0,317
23694,161,4980,5.0,20
61478,405,4022,3.5,100
4010,24,134853,4.0,43
65271,418,80463,4.5,57
956,7,5459,3.0,61
90262,587,141,4.0,86
82066,520,2528,4.0,24
42332,288,1287,4.0,34
44663,298,2060,3.0,14
61293,402,434,5.0,101
54751,362,260,4.5,251
44517,297,1370,3.0,68
7214,50,5618,4.0,87
66676,429,207,5.0,21
15534,102,296,5.0,307
43749,292,7569,4.0,12
80074,503,175,4.5,20
37333,249,117590,4.0,11
7198,50,3730,4.0,17
36450,249,1196,5.0,211
45944,305,2,3.5,110
67033,432,72641,3.5,31
79485,494,858,5.0,192
89883,583,8533,2.0,38
95603,600,3793,3.0,133
426,4,2109,4.0,27
33902,232,47,4.5,203
30979,217,500,3.0,144
77706,483,8636,3.5,79
55988,369,48082,3.5,11
75825,477,6157,3.5,32
65977,425,1196,3.0,211
2733,19,2396,4.0,92
55553,368,1343,3.0,25
24020,166,31696,4.0,35
11049,68,5299,3.5,60
5679,41,1097,3.0,122
91018,590,4623,4.0,20
11379,68,56152,3.0,17
27205,184,148626,5.0,26
60853,393,4848,3.0,51
43196,290,25,4.0,76
8576,58,357,3.0,103
52764,346,1252,4.5,59
50712,328,1033,4.0,20
25591,177,55765,4.0,37
23885,166,588,5.0,183
80348,507,595,3.0,146
55685,368,2405,2.0,21
29892,204,68954,4.0,105
80858,510,514,2.0,18
50897,328,82459,1.0,28
1458,15,1214,5.0,146
62268,413,3948,4.5,91
44189,294,2005,3.0,57
12943,82,6873,4.0,20
52922,347,597,4.0,135
51034,330,1073,5.0,119
61576,408,19,3.5,88
62606,414,788,3.0,82
93253,599,1920,2.0,18
50488,326,1299,4.5,28
75066,474,34072,3.5,18
42314,288,1256,4.0,23
11695,70,1682,3.5,125
3690,22,4017,4.0,14
60132,387,8957,3.5,33
75698,477,2915,3.5,42
65843,424,8950,4.5,38
4053,26,380,3.0,178
67151,434,1263,3.5,43
39968,274,5218,3.5,85
37326,249,115210,4.5,13
45183,298,64614,3.0,46
43619,292,2657,1.0,63
92261,597,1073,5.0,119
43601,292,2268,4.0,57
21261,140,1617,4.0,97
10045,66,1027,3.5,28
60564,391,1393,2.0,85
72532,469,923,5.0,69
71654,462,1374,2.0,62
83581,534,48,4.0,68
3621,21,122882,3.5,47
82150,520,34405,5.0,50
68264,440,4361,4.0,32
46490,305,94864,2.5,27
21328,140,2700,1.0,76
68310,441,70286,4.5,65
20029,132,1464,4.0,17
99356,608,5991,4.0,49
57998,380,112623,5.0,15
56078,370,8961,4.0,125
40966,275,5816,2.0,102
38518,265,329,4.0,108
48960,317,91535,3.0,18
90013,585,2542,5.0,67
71442,460,1307,3.5,85
81025,512,350,3.0,57
21509,140,5014,4.0,17
49393,318,33166,4.0,50
55774,368,3219,3.0,13
83969,534,91542,4.0,38
51054,330,1240,2.5,131
66950,432,6539,0.5,149
83013,525,78499,3.5,55
67452,436,588,3.0,183
23257,160,239,1.0,17
4897,31,780,4.0,202
99518,609,480,3.0,238
23401,160,1573,1.0,77
99647,610,1485,3.0,74
78851,489,4027,2.5,94
39876,274,4214,3.5,13
73874,474,2719,1.5,13
32021,219,55276,4.5,17
85162,553,3897,5.0,83
67466,437,17,4.0,67
3979,24,51662,4.0,80
14250,91,784,3.5,54
34354,232,27904,2.5,22
23395,160,1483,5.0,11
22436,153,586,2.5,116
45357,298,98809,3.0,40
88834,573,5349,5.0,122
49726,318,97225,3.5,11
68477,445,40815,3.0,71
73486,474,1304,3.5,62
42084,287,5630,1.0,31
79805,497,788,2.0,82
35975,246,224,3.5,40
1834,18,784,2.0,54
42767,288,3362,3.5,38
46584,305,134853,2.0,43
19446,125,94959,5.0,29
60545,391,1259,4.0,91
35704,240,1073,5.0,119
56270,372,1097,4.0,122
54192,357,800,3.5,19
37002,249,68319,3.5,26
57896,380,88140,5.0,32
15177,98,4226,4.0,159
9530,64,1073,4.0,119
76868,480,8622,4.0,37
82928,525,37741,4.0,23
96279,603,852,1.0,43
14178,91,329,2.0,108
6566,45,903,4.0,60
3858,23,3000,3.5,48
95488,600,2541,1.0,40
14811,93,2720,3.0,21
27647,187,3328,5.0,19
73344,474,991,3.0,11
78425,488,2918,4.0,109
18126,114,4896,4.0,107
27955,191,160,1.0,57
38151,261,2858,5.0,204
2928,19,3536,2.0,21
90288,587,628,5.0,35
9681,64,2694,3.0,48
41593,282,3821,2.0,16
99799,610,4023,3.0,23
21750,141,3052,3.5,79
20180,132,6218,3.0,40
8102,57,515,4.0,24
